1174,Dead Tired (Grosse Fatigue) (1994),,Comedy,
1175,Delicatessen (1991),,Comedy|Drama|Romance,
1176,Double Life of Veronique,,,
1177,Enchanted April (1992),,Drama|Romance,
1178,Paths of Glory (1957),,Drama|War,
1179,Grifters,,,
1180,Hear My Song (1991),,Comedy,
1181,Shooter,,,
1183,English Patient,,,
1184,Mediterraneo (1991),,Comedy|Drama|War,
1185,My Left Foot (1989),,Drama,
1186,Sex,,,
1187,Passion Fish (1992),,Drama,
1188,Strictly Ballroom (1992),,Comedy|Romance,
1189,Thin Blue Line,,,
1190,Tie Me Up! Tie Me Down! (?≠?Åtame!) (1990),,Crime|Drama|Romance,
1191,Madonna, Truth or Dare (1991),Documentary|Musical,Documentary|Musical
1192,Paris Is Burning (1990),,Documentary,
1193,One Flew Over the Cuckoo's Nest (1975),,Comedy|Drama,
1194,Cheech and Chong's Up in Smoke (1978),,Comedy,
1196,Star Wars, Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi
1197,Princess Bride,,,
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),,Action|Adventure,
1199,Brazil (1985),,Comedy|Fantasy|Romance|Sci-Fi,
1200,Aliens (1986),,Action|Horror|Sci-Fi|Thriller,
1201,Good,,,
1202,Withnail & I (1987),,Comedy,
1203,12 Angry Men (1957),,Drama,
1204,Lawrence of Arabia (1962),,Adventure|Drama|War,
1206,Clockwork Orange,,,
1207,To Kill a Mockingbird (1962),,Drama,
1208,Apocalypse Now (1979),,Action|Drama|War,
1209,Once Upon a Time in the West (C'era una volta il West) (1968),,Action|Drama|Western,
1210,Star Wars, Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi
1211,Wings of Desire (Der Himmel ?¨ber Berlin) (1987),,Comedy|Drama|Fantasy|Romance,
1212,Third Man,,,
1213,Goodfellas (1990),,Crime|Drama,
1214,Alien (1979),,Action|Horror|Sci-Fi|Thriller,
1215,Army of Darkness (1993),,Action|Adventure|Comedy|Fantasy|Horror,
1216,Big Blue,,,
1217,Ran (1985),,Drama|War,
1218,Killer,,,
1219,Psycho (1960),,Horror|Thriller,
1220,Blues Brothers,,,
1221,Godfather, Part II,,
1222,Full Metal Jacket (1987),,Drama|War,
1223,Wallace & Gromit, A Grand Day Out (1989),Adventure|Animation|Children|Comedy|Sci-Fi,Adventure|Animation|Children|Comedy|Sci-Fi
1224,Henry V (1989),,Drama|War,
1225,Amadeus (1984),,Drama,
1226,Quiet Man,,,
1227,Once Upon a Time in America (1984),,Crime|Drama|Thriller,
1228,Raging Bull (1980),,Drama,
1230,Annie Hall (1977),,Comedy|Romance,
1231,Right Stuff,,,
1232,Stalker (1979),,Drama|Mystery|Sci-Fi,
1233,Boat,,,
1234,Sting,,,
1235,Harold and Maude (1971),,Comedy|Drama|Romance,
1236,Trust (1990),,Comedy|Drama|Romance,
1237,Seventh Seal,,,
1238,Local Hero (1983),,Comedy,
1240,Terminator,,,
1241,Dead Alive (Braindead) (1992),,Comedy|Fantasy|Horror,
1242,Glory (1989),,Action|Drama|War,
1243,Rosencrantz and Guildenstern Are Dead (1990),,Comedy|Drama,
1244,Manhattan (1979),,Comedy|Drama|Romance,
1245,Miller's Crossing (1990),,Crime|Drama|Film-Noir|Thriller,
1246,Dead Poets Society (1989),,Drama,
1247,Graduate,,,
1248,Touch of Evil (1958),,Crime|Film-Noir|Thriller,
1249,Femme Nikita,,,
1250,Bridge on the River Kwai,,,
1251,8 1/2 (1963),,Drama|Fantasy,
1252,Chinatown (1974),,Crime|Film-Noir|Mystery|Thriller,
1253,Day the Earth Stood Still,,,
1254,Treasure of the Sierra Madre,,,
1255,Bad Taste (1987),,Comedy|Horror|Sci-Fi,
1256,Duck Soup (1933),,Comedy|Musical,
1257,Better Off Dead... (1985),,Comedy|Romance,
1258,Shining,,,
1259,Stand by Me (1986),,Adventure|Comedy|Drama,
1260,M (1931),,Crime|Film-Noir|Thriller,
1261,Evil Dead II (Dead by Dawn) (1987),,Action|Comedy|Fantasy|Horror,
1262,Great Escape,,,
1263,Deer Hunter,,,
1264,Diva (1981),,Action|Drama|Mystery|Romance|Thriller,
1265,Groundhog Day (1993),,Comedy|Fantasy|Romance,
1266,Unforgiven (1992),,Drama|Western,
1267,Manchurian Candidate,,,
1268,Pump Up the Volume (1990),,Comedy|Drama,
1269,Arsenic and Old Lace (1944),,Comedy|Mystery|Thriller,
1270,Back to the Future (1985),,Adventure|Comedy|Sci-Fi,
1271,Fried Green Tomatoes (1991),,Drama,
1272,Patton (1970),,Drama|War,
1273,Down by Law (1986),,Comedy|Drama,
1274,Akira (1988),,Action|Adventure|Animation|Sci-Fi,
1275,Highlander (1986),,Action|Adventure|Fantasy,
1276,Cool Hand Luke (1967),,Drama,
1277,Cyrano de Bergerac (1990),,Action|Drama|Romance,
1278,Young Frankenstein (1974),,Action|Comedy|Horror,
1279,Night on Earth (1991),,Comedy|Drama,
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),,Drama,
1281,Great Dictator,,,
1282,Fantasia (1940),,Animation|Children|Fantasy|Musical,
1283,High Noon (1952),,Western,
1284,Big Sleep,,,
1285,Heathers (1989),,Comedy,
1286,Somewhere in Time (1980),,Drama|Romance,
1287,Ben-Hur (1959),,Action|Adventure|Drama|Romance,
1288,This Is Spinal Tap (1984),,Comedy|Musical,
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi, Life Out of Balance) (1983),Documentary,Documentary
1290,Some Kind of Wonderful (1987),,Drama|Romance,
1291,Indiana Jones and the Last Crusade (1989),,Action|Adventure,
1292,Being There (1979),,Comedy|Drama,
1293,Gandhi (1982),,Drama,
1295,Unbearable Lightness of Being,,,
1296,Room with a View,,,
1297,Real Genius (1985),,Comedy,
1298,Pink Floyd, The Wall (1982),Drama|Musical|War,Drama|Musical|War
1299,Killing Fields,,,
1300,My Life as a Dog (Mitt liv som hund) (1985),,Comedy|Drama,
1301,Forbidden Planet (1956),,Drama|Sci-Fi,
1302,Field of Dreams (1989),,Drama,
1303,Man Who Would Be King,,,
1304,Butch Cassidy and the Sundance Kid (1969),,Action|Comedy|Western,
1305,Paris,,,
1306,Until the End of the World (Bis ans Ende der Welt) (1991),,Adventure|Drama|Sci-Fi,
1307,When Harry Met Sally... (1989),,Comedy|Romance,
1308,I Shot a Man in Vegas (1995),,Comedy,
1309,Parallel Sons (1995),,Drama|Romance,
1310,Hype! (1996),,Documentary,
1311,Santa with Muscles (1996),,Comedy,
1312,Female Perversions (1996),,Drama,
1313,Mad Dog Time (1996),,Crime,
1314,Breathing Room (1996),,Romance,
1315,Paris Was a Woman (1995),,Documentary,
1316,Anna (1996),,Drama,
1317,I'm Not Rappaport (1996),,Comedy,
1318,Blue Juice (1995),,Comedy|Drama,
1319,Kids of Survival (1996),,Documentary,
1320,Alien?? (1992),,Action|Horror|Sci-Fi|Thriller,
1321,American Werewolf in London,,,
1322,Amityville 1992, It's About Time (1992),Horror,Horror
1323,Amityville 3-D (1983),,Horror,
1324,Amityville, Dollhouse (1996),Horror,Horror
1325,Amityville, A New Generation (1993),Horror,Horror
1326,Amityville II, The Possession (1982),Horror,Horror
1327,Amityville Horror,,,
1328,Amityville Curse,,,
1329,Blood For Dracula (Andy Warhol's Dracula) (1974),,Horror,
1330,April Fool's Day (1986),,Horror,
1331,Audrey Rose (1977),,Horror,
1332,Believers,,,
1333,Birds,,,
1334,Blob,,,
1335,Blood Beach (1981),,Action|Horror,
1336,Body Parts (1991),,Horror|Thriller,
1337,Body Snatcher,,,
1339,Dracula (Bram Stoker's Dracula) (1992),,Fantasy|Horror|Romance|Thriller,
1340,Bride of Frankenstein (1935),,Drama|Horror|Sci-Fi,
1341,Burnt Offerings (1976),,Horror,
1342,Candyman (1992),,Horror|Thriller,
1343,Cape Fear (1991),,Thriller,
1344,Cape Fear (1962),,Thriller,
1345,Carrie (1976),,Drama|Fantasy|Horror|Thriller,
1346,Cat People (1982),,Horror,
1347,Nightmare on Elm Street,,,
1348,Nosferatu (Nosferatu,,,
1349,Nosferatu in Venice (a.k.a. Vampire in Venice) (Nosferatu a Venezia) (1986),,Horror,
1350,Omen,,,
1351,Blood and Wine (a.k.a. Blood & Wine) (1996),,Crime|Drama|Thriller,
1352,Albino Alligator (1996),,Crime|Thriller,
1353,Mirror Has Two Faces,,,
1354,Breaking the Waves (1996),,Drama|Mystery,
1355,Nightwatch (1997),,Horror|Thriller,
1356,Star Trek, First Contact (1996),Action|Adventure|Sci-Fi|Thriller,Action|Adventure|Sci-Fi|Thriller
1357,Shine (1996),,Drama|Romance,
1358,Sling Blade (1996),,Drama|Thriller,
1359,Jingle All the Way (1996),,Adventure|Children|Comedy,
1360,Identification of a Woman (Identificazione di una donna) (1982),,Drama,
1361,Paradise Lost, The Child Murders at Robin Hood Hills (1996),Documentary,Documentary
1363,Preacher's Wife,,,
1364,Zero Kelvin (Kj??rlighetens kj??tere) (1995),,Drama,
1365,Ridicule (1996),,Drama,
1366,Crucible,,,
1367,101 Dalmatians (1996),,Adventure|Children|Comedy,
1368,Forbidden Christ,,,
1369,I Can't Sleep (J'ai pas sommeil) (1994),,Drama|Thriller,
1370,Die Hard 2 (1990),,Action|Adventure|Thriller,
1371,Star Trek, The Motion Picture (1979),Adventure|Sci-Fi,Adventure|Sci-Fi
1372,Star Trek VI, The Undiscovered Country (1991),Action|Mystery|Sci-Fi,Action|Mystery|Sci-Fi
1373,Star Trek V, The Final Frontier (1989),Action|Sci-Fi,Action|Sci-Fi
1374,Star Trek II, The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,Action|Adventure|Sci-Fi|Thriller
1375,Star Trek III, The Search for Spock (1984),Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi
1376,Star Trek IV, The Voyage Home (1986),Adventure|Comedy|Sci-Fi,Adventure|Comedy|Sci-Fi
1377,Batman Returns (1992),,Action|Crime|Fantasy|Mystery|Romance|Thriller,
1378,Young Guns (1988),,Action|Comedy|Western,
1379,Young Guns II (1990),,Action|Western,
1380,Grease (1978),,Comedy|Musical|Romance,
1381,Grease 2 (1982),,Comedy|Musical|Romance,
1382,Marked for Death (1990),,Action|Drama,
1383,Adrenalin, Fear the Rush (1996),Action|Sci-Fi,Action|Sci-Fi
1384,Substance of Fire,,,
1385,Under Siege (1992),,Action|Drama|Thriller,
1386,Terror in a Texas Town (1958),,Western,
1387,Jaws (1975),,Action|Horror,
1388,Jaws 2 (1978),,Action|Horror|Thriller,
1389,Jaws 3-D (1983),,Action|Horror,
1390,My Fellow Americans (1996),,Comedy,
1391,Mars Attacks! (1996),,Action|Comedy|Sci-Fi,
1392,Citizen Ruth (1996),,Comedy|Drama,
1393,Jerry Maguire (1996),,Drama|Romance,
1394,Raising Arizona (1987),,Comedy,
1395,Tin Men (1987),,Comedy|Drama,
1396,Sneakers (1992),,Action|Crime|Drama|Sci-Fi,
1397,Bastard Out of Carolina (1996),,Drama,
1398,In Love and War (1996),,Romance|War,
1399,Marvin's Room (1996),,Drama,
1400,Somebody is Waiting (1996),,Drama,
1401,Ghosts of Mississippi (1996),,Drama,
1404,Night Falls on Manhattan (1996),,Crime|Drama,
1405,Beavis and Butt-Head Do America (1996),,Adventure|Animation|Comedy|Crime,
1406,Judgement in Stone,,,
1407,Scream (1996),,Comedy|Horror|Thriller,
1408,Last of the Mohicans,,,
1409,Michael (1996),,Comedy|Drama|Fantasy|Romance,
1410,Evening Star,,,
1411,Hamlet (1996),,Crime|Drama|Romance,
1412,Some Mother's Son (1996),,Drama,
1413,Whole Wide World,,,
1414,Mother (1996),,Comedy,
1415,Thieves (Les Voleurs) (1996),,Crime|Drama|Romance,
1416,Evita (1996),,Drama|Musical,
1417,Portrait of a Lady,,,
1419,Walkabout (1971),,Drama,
1420,Message to Love, The Isle of Wight Festival (1996),Documentary,Documentary
1421,Grateful Dead (1995),,Documentary,
1422,Murder at 1600 (1997),,Crime|Drama|Mystery|Thriller,
1423,Hearts and Minds (1996),,Drama,
1424,Inside (1996),,Action,
1425,Fierce Creatures (1997),,Comedy,
1426,Zeus and Roxanne (1997),,Children,
1427,Turbulence (1997),,Action|Thriller,
1428,Angel Baby (1995),,Drama,
1429,Jackie Chan's First Strike (Police Story 4 First Strike) (1996),,Action|Adventure|Comedy|Thriller,
1430,Underworld (1996),,Comedy|Thriller,
1431,Beverly Hills Ninja (1997),,Action|Comedy,
1432,Metro (1997),,Action|Comedy|Crime|Drama|Thriller,
1433,Machine,,,
1434,Stranger,,,
1436,Falling in Love Again (1980),,Comedy,
1437,Cement Garden,,,
1438,Dante's Peak (1997),,Action|Thriller,
1439,Meet Wally Sparks (1997),,Comedy,
1440,Amos & Andrew (1993),,Comedy,
1441,Benny & Joon (1993),,Comedy|Romance,
1442,Prefontaine (1997),,Drama,
1443,Tickle in the Heart,,,
1444,Guantanamera (1994),,Comedy,
1445,McHale's Navy (1997),,Comedy|War,
1446,Kolya (Kolja) (1996),,Comedy|Drama,
1447,Gridlock'd (1997),,Crime,
1448,Fire on the Mountain (1996),,Documentary,
1449,Waiting for Guffman (1996),,Comedy,
1450,Prisoner of the Mountains (Kavkazsky plennik) (1996),,War,
1453,Beautician and the Beast,,,
1454,SubUrbia (1997),,Comedy|Drama,
1455,Hotel de Love (1996),,Comedy|Romance,
1456,Pest,,,
1457,Fools Rush In (1997),,Comedy|Drama|Romance,
1458,Touch (1997),,Drama|Fantasy|Romance,
1459,Absolute Power (1997),,Mystery|Thriller,
1460,That Darn Cat (1997),,Children|Comedy|Mystery,
1461,Vegas Vacation (1997),,Comedy,
1462,Unforgotten, Twenty-Five Years After Willowbrook (1996),Documentary,Documentary
1463,That Old Feeling (1997),,Comedy|Romance,
1464,Lost Highway (1997),,Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,
1465,Rosewood (1997),,Drama,
1466,Donnie Brasco (1997),,Crime|Drama,
1467,Salut cousin! (1996),,Comedy|Drama,
1468,Booty Call (1997),,Comedy|Romance,
1470,Rhyme & Reason (1997),,Documentary,
1471,Boys Life 2 (1997),,Drama,
1472,City of Industry (1997),,Crime|Thriller,
1473,Best Men (1997),,Action|Comedy|Crime|Drama,
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),,Children|Comedy,
1475,Kama Sutra, A Tale of Love (1996),Romance,Romance
1476,Private Parts (1997),,Comedy|Drama,
1477,Love Jones (1997),,Romance,
1479,Saint,,,
1480,Smilla's Sense of Snow (1997),,Drama|Thriller,
1482,Van,,,
1483,Crash (1996),,Drama|Thriller,
1484,Daytrippers,,,
1485,Liar Liar (1997),,Comedy,
1486,Quiet Room,,,
1487,Selena (1997),,Drama|Musical,
1488,Devil's Own,,,
1489,Cats Don't Dance (1997),,Animation|Children|Musical,
1490,B*A*P*S (1997),,Comedy,
1493,Love and Other Catastrophes (1996),,Romance,
1495,Turbo, A Power Rangers Movie (1997),Action|Adventure|Children,Action|Adventure|Children
1496,Anna Karenina (1997),,Drama|Romance,
1497,Double Team (1997),,Action,
1498,Inventing the Abbotts (1997),,Drama|Romance,
1499,Anaconda (1997),,Action|Adventure|Thriller,
1500,Grosse Pointe Blank (1997),,Comedy|Crime|Romance|Thriller,
1501,Keys to Tulsa (1997),,Crime,
1502,Kissed (1996),,Drama|Romance,
1503,8 Heads in a Duffel Bag (1997),,Comedy,
1504,Hollow Reed (1996),,Drama,
1507,Paradise Road (1997),,Drama|War,
1508,Traveller (1997),,Drama,
1509,All Over Me (1997),,Drama,
1510,Brother's Kiss,,,
1511,Chef in Love,,,
1513,Romy and Michele's High School Reunion (1997),,Comedy,
1514,Temptress Moon (Feng Yue) (1996),,Romance,
1515,Volcano (1997),,Action|Drama|Thriller,
1516,Children of the Revolution (1996),,Comedy,
1517,Austin Powers, International Man of Mystery (1997),Action|Adventure|Comedy,Action|Adventure|Comedy
1518,Breakdown (1997),,Action|Thriller,
1519,Broken English (1996),,Drama,
1520,Commandments (1997),,Romance,
1522,Ripe (1996),,Drama,
1523,Truth or Consequences,,,
1524,Turning,,,
1525,Warriors of Virtue (1997),,Action|Adventure|Children|Fantasy,
1526,Fathers' Day (1997),,Comedy,
1527,Fifth Element,,,
1528,Intimate Relations (1996),,Comedy,
1529,Nowhere (1997),,Comedy|Drama,
1531,Losing Chase (1996),,Drama,
1532,Sprung (1997),,Comedy,
1533,Promise,,,
1534,Bonheur,,,
1535,Love! Valour! Compassion! (1997),,Drama|Romance,
1537,Shall We Dance? (Shall We Dansu?) (1996),,Comedy,
1538,Second Jungle Book, Mowgli & Baloo,,
1539,Twin Town (1997),,Comedy|Crime,
1541,Addicted to Love (1997),,Comedy|Romance,
1542,Brassed Off (1996),,Comedy|Drama|Romance,
1543,Designated Mourner,,,
1544,Lost World, Jurassic Park,,
1545,Ponette (1996),,Drama,
1546,Schizopolis (1996),,Comedy,
1547,Shiloh (1997),,Children|Drama,
1548,War at Home,,,
1549,Rough Magic (1995),,Drama|Romance,
1550,Trial and Error (1997),,Comedy|Romance,
1551,Buddy (1997),,Adventure|Children|Drama,
1552,Con Air (1997),,Action|Adventure|Thriller,
1553,Late Bloomers (1996),,Comedy,
1554,Pillow Book,,,
1555,To Have,,,
1556,Speed 2, Cruise Control (1997),Action|Romance|Thriller,Action|Romance|Thriller
1557,Squeeze (1997),,Drama,
1558,Sudden Manhattan (1997),,Comedy,
1559,Next Step,,,
1561,Wedding Bell Blues (1996),,Comedy,
1562,Batman & Robin (1997),,Action|Adventure|Fantasy|Thriller,
1563,Dream With the Fishes (1997),,Drama,
1564,For Roseanna (Roseanna's Grave) (1997),,Comedy|Drama|Romance,
1565,Head Above Water (1996),,Comedy|Thriller,
1566,Hercules (1997),,Adventure|Animation|Children|Comedy|Musical,
1567,Last Time I Committed Suicide,,,
1568,MURDER and murder (1996),,Crime|Drama|Mystery,
1569,My Best Friend's Wedding (1997),,Comedy|Romance,
1570,Tetsuo II, Body Hammer (1992),Sci-Fi,Sci-Fi
1571,When the Cat's Away (Chacun cherche son chat) (1996),,Comedy|Romance,
1572,Contempt (M??pris,,,
1573,Face/Off (1997),,Action|Crime|Drama|Thriller,
1574,Fall (1997),,Romance,
1575,Gabbeh (1996),,Drama,
1577,Mondo (1996),,Drama,
1578,Innocent Sleep,,,
1579,For Ever Mozart (1996),,Drama,
1580,Men in Black (1997),,Action|Comedy|Sci-Fi,
1581,Out to Sea (1997),,Comedy,
1582,Wild America (1997),,Adventure|Children,
1583,Simple Wish,,,
1584,Contact (1997),,Drama|Sci-Fi,
1585,Love Serenade (1996),,Comedy,
1586,G.I. Jane (1997),,Action|Drama,
1587,Conan the Barbarian (1982),,Action|Adventure,
1588,George of the Jungle (1997),,Children|Comedy,
1589,Cop Land (1997),,Action|Crime|Drama|Thriller,
1590,Event Horizon (1997),,Horror|Sci-Fi|Thriller,
1591,Spawn (1997),,Action|Adventure|Sci-Fi|Thriller,
1592,Air Bud (1997),,Children|Comedy,
1593,Picture Perfect (1997),,Comedy|Romance,
1594,In the Company of Men (1997),,Comedy|Drama,
1595,Free Willy 3, The Rescue (1997),Adventure|Children|Drama,Adventure|Children|Drama
1596,Career Girls (1997),,Drama,
1597,Conspiracy Theory (1997),,Drama|Mystery|Romance|Thriller,
1598,Desperate Measures (1998),,Crime|Drama|Thriller,
1599,Steel (1997),,Action,
1600,She's So Lovely (1997),,Drama|Romance,
1601,Hoodlum (1997),,Crime|Drama|Film-Noir,
1602,Leave It to Beaver (1997),,Comedy,
1603,Mimic (1997),,Horror|Sci-Fi|Thriller,
1604,Money Talks (1997),,Action|Comedy,
1605,Excess Baggage (1997),,Adventure|Romance,
1606,Kull the Conqueror (1997),,Action|Adventure,
1608,Air Force One (1997),,Action|Thriller,
1609,One Eight Seven (a.k.a. 187) (1997),,Drama|Thriller,
1610,Hunt for Red October,,,
1611,My Own Private Idaho (1991),,Drama,
1612,Kiss Me,,,
1613,Star Maps (1997),,Drama,
1614,In & Out (1997),,Comedy,
1615,Edge,,,
1616,Peacemaker,,,
1617,L.A. Confidential (1997),,Crime|Film-Noir|Mystery|Thriller,
1619,Seven Years in Tibet (1997),,Drama|War,
1620,Kiss the Girls (1997),,Crime|Drama|Mystery|Thriller,
1621,Soul Food (1997),,Drama,
1622,Kicked in the Head (1997),,Comedy|Drama,
1623,Wishmaster (1997),,Horror,
1624,Thousand Acres,,,
1625,Game,,,
1626,Fire Down Below (1997),,Action|Drama|Thriller,
1627,U Turn (1997),,Crime|Drama|Mystery,
1628,Locusts,,,
1629,MatchMaker,,,
1630,Lay of the Land,,,
1631,Assignment,,,
1632,Smile Like Yours,,,
1633,Ulee's Gold (1997),,Drama,
1635,Ice Storm,,,
1636,Stag (1997),,Action|Thriller,
1639,Chasing Amy (1997),,Comedy|Drama|Romance,
1640,How to Be a Player (1997),,Comedy,
1641,Full Monty,,,
1642,Indian Summer (a.k.a. Alive & Kicking) (1996),,Comedy|Drama,
1643,Mrs. Brown (Her Majesty,,,
1644,I Know What You Did Last Summer (1997),,Horror|Mystery|Thriller,
1645,Devil's Advocate,,,
1646,Rocket Man (1997),,Children|Comedy|Romance|Sci-Fi,
1647,Playing God (1997),,Crime|Drama|Thriller,
1648,House of Yes,,,
1649,Fast,,,
1650,Washington Square (1997),,Drama,
1651,Telling Lies in America (1997),,Drama,
1652,Year of the Horse (1997),,Documentary,
1653,Gattaca (1997),,Drama|Sci-Fi|Thriller,
1654,FairyTale, A True Story (1997),Children|Drama|Fantasy,Children|Drama|Fantasy
1655,Phantoms (1998),,Drama|Horror|Thriller,
1656,Swept from the Sea (1997),,Drama|Romance,
1657,Wonderland (1997),,Documentary,
1658,Life Less Ordinary,,,
1659,Hurricane Streets (1997),,Drama,
1660,Eve's Bayou (1997),,Drama,
1661,Switchback (1997),,Crime|Mystery|Thriller,
1662,Gang Related (1997),,Crime,
1663,Stripes (1981),,Comedy|War,
1664,Nenette and Boni (N??nette et Boni) (1996),,Drama,
1665,Bean (1997),,Comedy,
1666,Hugo Pool (1997),,Romance,
1667,Mad City (1997),,Action|Drama,
1668,One Night Stand (1997),,Drama,
1669,Tango Lesson,,,
1670,Welcome To Sarajevo (1997),,Drama|War,
1671,Deceiver (1997),,Crime|Drama|Thriller,
1672,Rainmaker,,,
1673,Boogie Nights (1997),,Drama,
1674,Witness (1985),,Drama|Romance|Thriller,
1675,Incognito (1997),,Crime|Thriller,
1676,Starship Troopers (1997),,Action|Sci-Fi|War,
1677,Critical Care (1997),,Comedy,
1678,Joy Luck Club,,,
1679,Chairman of the Board (1998),,Comedy,
1680,Sliding Doors (1998),,Drama|Romance,
1681,Mortal Kombat, Annihilation (1997),Action|Adventure|Fantasy,Action|Adventure|Fantasy
1682,Truman Show,,,
1683,Wings of the Dove,,,
1684,Mrs. Dalloway (1997),,Drama|Romance,
1685,I Love You,,,
1686,Red Corner (1997),,Crime|Thriller,
1687,Jackal,,,
1688,Anastasia (1997),,Animation|Children|Musical,
1689,Man Who Knew Too Little,,,
1690,Alien, Resurrection (1997),Action|Horror|Sci-Fi,Action|Horror|Sci-Fi
1692,Alien Escape (1995),,Horror|Sci-Fi,
1693,Amistad (1997),,Drama,
1694,Apostle,,,
1695,Artemisia (1997),,Drama,
1696,Bent (1997),,Drama|War,
1697,Bang (1995),,Crime|Drama,
1698,Boys,,,
1699,Butcher Boy,,,
1701,Deconstructing Harry (1997),,Comedy|Drama,
1702,Flubber (1997),,Children|Comedy|Fantasy,
1703,For Richer or Poorer (1997),,Comedy,
1704,Good Will Hunting (1997),,Drama|Romance,
1705,Guy (1997),,Drama,
1706,Tar (1996),,Drama,
1707,Home Alone 3 (1997),,Children|Comedy,
1708,Ill Gotten Gains (1997),,Drama,
1709,Legal Deceit (1997),,Thriller,
1710,Man of Her Dreams (a.k.a. The Fianc??) (1997),,Drama,
1711,Midnight in the Garden of Good and Evil (1997),,Comedy|Crime|Drama|Mystery,
1713,Mouse Hunt (1997),,Children|Comedy,
1714,Never Met Picasso (1996),,Romance,
1715,Office Killer (1997),,Thriller,
1716,Other Voices,,,
1717,Scream 2 (1997),,Comedy|Horror|Thriller,
1718,Stranger in the House (1997),,Thriller,
1719,Sweet Hereafter,,,
1720,Time Tracers (1995),,Action|Adventure|Sci-Fi,
1721,Titanic (1997),,Drama|Romance,
1722,Tomorrow Never Dies (1997),,Action|Romance|Thriller,
1723,Twisted (1996),,Comedy|Drama,
1724,Full Speed (?? toute vitesse) (1996),,Drama,
1725,Education of Little Tree,,,
1726,Postman,,,
1727,Horse Whisperer,,,
1728,Winter Guest,,,
1729,Jackie Brown (1997),,Crime|Drama|Thriller,
1730,Kundun (1997),,Drama,
1731,Mr. Magoo (1997),,Comedy,
1732,Big Lebowski,,,
1733,Afterglow (1997),,Drama|Romance,
1734,My Life in Pink (Ma vie en rose) (1997),,Comedy|Drama,
1735,Great Expectations (1998),,Drama|Romance,
1738,Vermin (1998),,Comedy,
1739,3 Ninjas, High Noon On Mega Mountain (1998),Action|Children|Comedy,Action|Children|Comedy
1740,Men of Means (1999),,Action|Drama,
1742,Caught Up (1998),,Crime,
1743,Arguing the World (1998),,Documentary,
1744,Firestorm (1998),,Action|Adventure|Thriller,
1746,Senseless (1998),,Comedy,
1747,Wag the Dog (1997),,Comedy,
1748,Dark City (1998),,Adventure|Fantasy|Film-Noir|Sci-Fi|Thriller,
1749,Leading Man,,,
1750,Star Kid (1997),,Adventure|Children|Fantasy|Sci-Fi,
1752,Hard Rain (1998),,Action|Crime|Thriller,
1753,Half Baked (1998),,Comedy,
1754,Fallen (1998),,Action|Mystery|Thriller,
1755,Shooting Fish (1997),,Comedy|Romance,
1756,Prophecy II,,,
1757,Fallen Angels (Duo luo tian shi) (1995),,Drama|Romance,
1759,Four Days in September (O Que ?? Isso,,,
1760,Spice World (1997),,Comedy|Musical,
1762,Deep Rising (1998),,Action|Horror|Sci-Fi,
1764,Tainted (1998),,Comedy|Thriller,
1765,Letter From Death Row,,,
1767,Music From Another Room (1998),,Drama|Romance,
1768,Mother and Son (Mat i syn) (1997),,Drama,
1769,Replacement Killers,,,
1770,B. Monkey (1998),,Crime|Romance|Thriller,
1771,Night Flier (1997),,Horror,
1772,Blues Brothers 2000 (1998),,Action|Comedy|Musical,
1773,Tokyo Fist (Tokyo ken) (1995),,Action|Drama,
1774,Mass Transit (1998),,Comedy|Drama,
1776,Ride (1998),,Drama,
1777,Wedding Singer,,,
1779,Sphere (1998),,Sci-Fi|Thriller,
1780,Ayn Rand, A Sense of Life (1997),Documentary,Documentary
1781,Further Gesture,,,
1782,Little City (1998),,Comedy|Romance,
1783,Palmetto (1998),,Crime|Drama|Mystery|Romance|Thriller,
1784,As Good As It Gets (1997),,Comedy|Drama|Romance,
1785,King of New York (1990),,Action|Crime|Drama,
1787,Paralyzing Fear, The Story of Polio in America,,
1788,Men with Guns (1997),,Action|Drama,
1789,Sadness of Sex,,,
1791,Twilight (1998),,Crime|Drama|Thriller,
1792,U.S. Marshals (1998),,Action|Crime|Thriller,
1793,Welcome to Woop-Woop (1997),,Comedy,
1794,Love and Death on Long Island (1997),,Comedy|Drama,
1795,Callej??n de los milagros,,,
1796,In God's Hands (1998),,Action|Drama,
1797,Everest (1998),,Documentary|IMAX,
1798,Hush (1998),,Thriller,
1799,Suicide Kings (1997),,Comedy|Crime|Drama|Mystery|Thriller,
1801,Man in the Iron Mask,,,
1804,Newton Boys,,,
1805,Wild Things (1998),,Crime|Drama|Mystery|Thriller,
1806,Paulie (1998),,Adventure|Children|Comedy,
1807,Cool,,,
1809,Fireworks (Hana-bi) (1997),,Crime|Drama,
1810,Primary Colors (1998),,Comedy|Drama,
1811,Niagara,,,
